exercise_id,exercise_name,movement_pattern,aether_pattern,aether_node,contraindicated_populations,load_standard_band,load_band_primary,load_band_range,plyo_contacts,e_node,intensity_vmax,fv_zones,is_plyometric,is_sprint
EX_00654,Get-up Press to Elbow Thoracic Waves with KB,Press,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00655,Get-up Roll to Press Cross Body Hip Stretch with One KB,Press,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00656,"Get-up Roll to Press Gripping, Locking, Packing, Breathing",Press,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00657,Get-up Roll to Press Neck Rotations with One KB,Press,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00658,Get-up Roll to Press with Knee to Chest with One KB,Press,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00659,Get-up Single Leg Hip Bridge,Bridge,Core-Stability,B,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00660,Get-up to Elbow,Get-Up,Complex-Movement,D,,,Band_3,2-4,,E0,,"Zone_1,Zone_6",False,False
EX_00661,Get-Up to Elbow with Shoulder Rotations,Get-Up,Complex-Movement,D,,,Band_3,2-4,,E0,,"Zone_1,Zone_6",False,False
EX_00662,Get-up to Press,Press,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00663,Get-up to Tall Sit,Get-Up,Complex-Movement,D,,,Band_3,2-4,,E0,,"Zone_1,Zone_6",False,False
EX_00664,Get-up with Front Leg Step and High Bridge,Bridge,Core-Stability,B,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00665,Get-up with Front Leg Step and Low Sweep,Get-Up,Complex-Movement,D,,,Band_3,2-4,,E0,,"Zone_1,Zone_6",False,False
EX_00666,Get-up with Windshield Wiper with High Bridge,Bridge,Core-Stability,B,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00667,Get-up with Windshield Wiper with Low Sweep,Get-Up,Complex-Movement,D,,,Band_3,2-4,,E0,,"Zone_1,Zone_6",False,False
EX_00668,GHD - Prone Iso Hold,Isometric_Hold,Isometric-Hold,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00669,Glenohumeral Extension - Standing Isometric,Isometric_Hold,Isometric-Hold,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00670,Glenohumeral External Rotation - Standing Isometric,Joint_Mobility,Joint-Rotation,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_00671,Glenohumeral Flexion - Standing Isometric,Isometric_Hold,Isometric-Hold,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00672,Glenohumeral Internal Rotation - Standing Isometric,Joint_Mobility,Joint-Rotation,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_00673,Global Bridge,Bridge,Core-Stability,B,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00674,Global Bridge - 1 Arm w/ Reach,Bridge,Core-Stability,B,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00675,Glute Activation - Prone,Other,Muscle-Activation,A,,,Band_1,0-2,,E0,,Zone_8,False,False
EX_00676,Glute Activation - Prone Bent Knee,Other,Muscle-Activation,A,,,Band_1,0-2,,E0,,Zone_8,False,False
EX_00677,Glute Bridge,Bridge,Core-Stability,B,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00678,Glute Bridge - Feet on Foam Roll,Bridge,Core-Stability,B,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00679,Glute Bridge (Foam Roll),Bridge,Core-Stability,B,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00680,Glute Bridge (Time),Bridge,Core-Stability,B,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00681,Glute Bridge (TRX),Bridge,Core-Stability,B,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00682,Glute Bridge (Vibration),Bridge,Core-Stability,B,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00683,Glute Bridge - 1 Leg,Bridge,Core-Stability,B,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00684,Glute Bridge - 1 Leg (Foam Roll),Bridge,Core-Stability,B,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00685,Glute Bridge - 1 Leg (Hip flex- Ext),Bridge,Core-Stability,B,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00686,Glute Bridge - 1 Leg (TRX),Bridge,Core-Stability,B,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00687,Glute Bridge - 1 Leg (Vibration),Bridge,Core-Stability,B,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00688,Glute Bridge - 1 Leg Foam Roll (Time),Bridge,Core-Stability,B,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00689,Glute Bridge - 1 Leg Shoulders on Bench,Bridge,Core-Stability,B,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00690,Glute Bridge - 1 Leg w/ Core Assist (Wall),Bridge,Core-Stability,B,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00691,Glute Bridge - 1 Leg with Cable Core Activation,Bridge,Core-Stability,B,,,Band_2,1-3,,E0,,Zone_5,False,False
EX_00692,Glute Bridge - 1 Leg with Leg Lock,Bridge,Core-Stability,B,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00693,Glute Bridge - 2 Leg Up 1 Leg Down,Bridge,Core-Stability,B,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00694,Glute Bridge - 2 Leg Up 1 Leg Hip Flexion w/ Core Assist (Wall),Bridge,Core-Stability,B,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00695,Glute Bridge - Foam Roll (Time),Bridge,Core-Stability,B,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00696,Glute Bridge - Hold,Bridge,Core-Stability,B,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00697,Glute Bridge - Long Lever - Into Wall (Heels Elevated),Bridge,Core-Stability,B,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00698,Glute Bridge - Long Lever - Single Leg - Heel Elevated,Bridge,Core-Stability,B,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00699,Glute Bridge - Marching,Bridge,Core-Stability,B,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00700,Glute Bridge - Marching (Heel lift only),Bridge,Core-Stability,B,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00701,Glute Bridge - Marching (Vibration),Bridge,Core-Stability,B,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00702,Glute Bridge - Marching (w/ Leg Lock),Bridge,Core-Stability,B,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00703,Glute Bridge - Marching Hip Flexion,Bridge,Core-Stability,B,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00704,Glute Bridge - Marching Hip Flexion (Vibration),Bridge,Core-Stability,B,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00705,Glute Bridge - Marching Hip Flexion (withCable Core Activation),Bridge,Core-Stability,B,,,Band_2,1-3,,E0,,Zone_5,False,False
EX_00706,Glute Bridge - Marching Knee Extension,Bridge,Core-Stability,B,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00707,Glute Bridge - Marching Knee Extension (Vibration),Bridge,Core-Stability,B,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00708,Glute Bridge - Marching Knee Extension (withCable Core Activation),Bridge,Core-Stability,B,,,Band_2,1-3,,E0,,Zone_5,False,False
EX_00709,Glute Bridge - Segmental w/ Plantar Flexion,Bridge,Core-Stability,B,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00710,Glute Bridge - Shoulders on Bench,Bridge,Core-Stability,B,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00711,Glute Bridge - Shoulders on Bench Barbell,Bridge,Core-Stability,B,,,Band_2,1-3,,E0,,Zone_5,False,False
EX_00712,Glute Bridge - Supine Straight Leg Marching,Bridge,Core-Stability,B,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00713,Glute Bridge - Supine Straight Leg Marching + Hip Flexion,Bridge,Core-Stability,B,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00714,Glute Bridge - w/ Core Assist (Wall),Bridge,Core-Stability,B,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00715,Glute Bridge - Walkout,Walk,Locomotion-Linear,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00716,Glute Bridge - with Adduction,Bridge,Core-Stability,B,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00717,Glute Bridge - with Cable Core Activation,Bridge,Core-Stability,B,,,Band_2,1-3,,E0,,Zone_5,False,False
EX_00718,Glute Bridge - with Mini Band (Reps),Bridge,Core-Stability,B,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00719,Glute Ham Raise,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00720,Goblet Box Squat,Squat,Squat-Bilateral,B,,,Band_1,0-2,,E0,,Zone_6,False,False
EX_00721,Goblet Cyclist Squats,Squat,Squat-Bilateral,B,,,Band_1,0-2,,E0,,Zone_6,False,False
EX_00722,Goblet Deep Squat Weight Shift,Squat,Squat-Bilateral,B,,,Band_1,0-2,,E0,,Zone_6,False,False
EX_00723,Goblet Squat - Kettlebell,Squat,Squat-Bilateral,B,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00724,Goblet Squat Bicep Curl with One KB,Squat,Squat-Bilateral,B,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00725,Goblet Squat with One KB,Squat,Squat-Bilateral,B,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00726,Good Morning - 1-Leg Barbell,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00727,Good Morning - 1-Leg BB,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00728,Good Morning - Barbell,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00729,Good Morning Touch the Wall with One KB Behind the Neck,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00730,Good Morning Touch the Wall with Straight Bar Behind the Neck,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00731,Ground to Overhead,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00732,Hack Squat,Squat,Squat-Bilateral,B,,,Band_1,0-2,,E0,,Zone_6,False,False
EX_00733,Half Get-Up,Get-Up,Complex-Movement,D,,,Band_3,2-4,,E0,,"Zone_1,Zone_6",False,False
EX_00734,Half Kneeling Bicep Curl,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00735,Half Kneeling Chop with FMT,Hop,Plyometric-Landing,D,R2P1,,Band_3,2-4,1.0,E2,,Zone_3,True,False
EX_00736,Half Kneeling Chop with Med Ball,Hop,Plyometric-Landing,D,R2P1,,Band_3,2-4,1.0,E2,,Zone_3,True,False
EX_00737,Half Kneeling Curl to Press,Press,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00738,Half Kneeling D2 Extension,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00739,Half Kneeling DB Press,Press,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00740,Half Kneeling Hip Flexor Stretch,Stretch,Mobility-Static,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_00741,Half Kneeling KB Halo,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00742,Half Kneeling KB Press,Press,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00743,Half Kneeling Lift with Cable Bar,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00744,Half Kneeling Lift with FMT,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00745,Half Kneeling Lift with Med Ball,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00746,Half Kneeling Overhead Cable Press,Press,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00747,Half Kneeling Overhead Throw with Med Ball,Row,Pull-Horizontal,B,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00748,Half Kneeling Press with Thoracic Rotation,Press,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00749,Half Kneeling Rotation with Dowel,Joint_Mobility,Joint-Rotation,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_00750,Half Kneeling Set-Up,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00751,Half Kneeling Shoulder Packing Exercise,Shoulder_Health,Shoulder-Movement,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00752,Half Kneeling Single Arm Bicep Curl,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00753,Half Kneeling Single Arm Curl to Press,Press,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00754,Half Kneeling Single Arm KB Press,Press,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00755,Half Kneeling Single Arm Press,Press,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00756,Half Kneeling to Standing Rotations,Joint_Mobility,Joint-Rotation,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_00757,Half Kneeling Turn Resisted,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00758,Half Kneeling Turns Anterior Load,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00759,Half Kneeling Turns Assisted,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00760,Half Kneeling Turns Symmetrical Load,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00761,Half Kneeling Two Handed Bottoms Up Press with One KB,Press,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00762,Half Kneeling Windmill Elbow to Front Foot,Other,Foot-Ankle-Work,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00763,Half Kneeling Windmill Hand to Front Foot,Other,Foot-Ankle-Work,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00764,Half Kneeling Windmill to Elbow,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00765,Half Kneeling Windmill to Hand,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00766,Half-kneeling/Quad Hip Flexor Stretch with Foot Turned Out,Stretch,Mobility-Static,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_00767,Halo - Standing KB,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00768,Hamstring Curl - Band,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00769,Hamstring Stretch (Rope),Stretch,Mobility-Static,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_00770,Hamstring Stretch - Seated (Chair),Stretch,Mobility-Static,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_00771,Hand - Finger Abduction,Other,Hand-Finger-Mobility,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_00772,Hand - Finger Adduction,Other,Hand-Finger-Mobility,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_00773,Hand - Finger Stretch Extension,Stretch,Mobility-Static,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_00774,Hand - Full Fist,Other,Hand-Finger-Mobility,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_00775,Hand - Hook Fist,Other,Hand-Finger-Mobility,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_00776,Hand - Metacarpophalangeal Flexion,Other,Hand-Finger-Mobility,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_00777,Hand - Straight Fist,Other,Hand-Finger-Mobility,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_00778,Hand Pronation Stretch - Manual Supported (Floss Band),Stretch,Mobility-Static,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_00779,Hand Supination Stretch - Manual Supported (Floss Band),Stretch,Mobility-Static,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_00780,Hand Supported Single Leg Deadlift,Deadlift,Hinge-Bilateral,B,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00781,Handwalk,Walk,Locomotion-Linear,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00782,Handwalk - Moving Backward,Walk,Locomotion-Linear,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00783,Handwalk - Pushup,Push,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00784,Handwalk - with Hands Past Head,Walk,Locomotion-Linear,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00785,Hang Clean,Clean,Complex-Movement,D,,,Band_3,2-4,,E1,,"Zone_1,Zone_6",False,False
EX_00786,Hang Clean - Dumbbell,Clean,Complex-Movement,D,,,Band_4,4-4,,E1,,"Zone_1,Zone_6",False,False
EX_00787,Hang Clean to Front Squat - Barbell,Squat,Squat-Bilateral,B,,,Band_2,1-3,,E1,,"Zone_5,Zone_6",False,False
EX_00788,Hang High Pulls - Crossed Cables,Pull,Pull-Horizontal,C,,,Band_2,1-3,,E1,,"Zone_5,Zone_6",False,False
EX_00789,Hang High Pulls - Crossed Cables (Vibration),Pull,Pull-Horizontal,C,,,Band_2,1-3,,E1,,"Zone_5,Zone_6",False,False
EX_00790,Hang Power Clean - Front Squat BB,Squat,Squat-Bilateral,B,,,Band_2,1-3,,E1,,"Zone_5,Zone_6",False,False
EX_00791,Hang Power Cleans - Barbell,Clean,Complex-Movement,D,,,Band_4,4-4,,E1,,"Zone_1,Zone_6",False,False
EX_00792,Hang Power Snatch - Barbell,Snatch,Other,A,,,Band_1,0-2,,E1,,Zone_2,False,False
EX_00793,Hang Power Snatch - Overhead Squat BB,Squat,Squat-Bilateral,B,,,Band_2,1-3,,E1,,"Zone_5,Zone_6",False,False
EX_00794,Hang Snatch - 1 Arm Cable,Snatch,Other,A,,,Band_1,0-2,,E1,,Zone_2,False,False
EX_00795,Hang Snatch - 1 Arm Cable (Vibration),Snatch,Other,A,,,Band_1,0-2,,E1,,Zone_2,False,False
EX_00796,Hang Snatch - 1 Arm Dumbbell,Snatch,Other,A,,,Band_1,0-2,,E1,,Zone_2,False,False
EX_00797,Hang Snatch - 1-Arm Dumbbell,Snatch,Other,A,,,Band_1,0-2,,E1,,Zone_2,False,False
EX_00798,Hang Snatch - Cable,Snatch,Other,A,,,Band_1,0-2,,E1,,Zone_2,False,False
EX_00799,Hang Snatch - Cable (Vibration),Snatch,Other,A,,,Band_1,0-2,,E1,,Zone_2,False,False
EX_00800,Hang Snatch - Dumbbell,Snatch,Other,A,,,Band_1,0-2,,E1,,Zone_2,False,False
EX_00801,Hang Split Snatch - 1 Arm DB,Snatch,Other,A,,,Band_1,0-2,,E1,,Zone_2,False,False
EX_00802,Hangboard,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00803,Hanging - Pronated Grip,Other,Hand-Finger-Mobility,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_00804,Hanging - Pronated Grip Band Assisted,Other,Hand-Finger-Mobility,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_00805,Hanging - Supinated Grip,Other,Hand-Finger-Mobility,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_00806,Hanging - Supinated Grip Band Assisted,Other,Hand-Finger-Mobility,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_00807,Hanging High Pulls - Barbell,Pull,Pull-Horizontal,C,,,Band_2,1-3,,E1,,"Zone_5,Zone_6",False,False
EX_00808,Hanging High Pulls - Cable,Pull,Pull-Horizontal,C,,,Band_2,1-3,,E1,,"Zone_5,Zone_6",False,False
EX_00809,Hanging High Pulls - Cable (Vibration),Pull,Pull-Horizontal,C,,,Band_2,1-3,,E1,,"Zone_5,Zone_6",False,False
EX_00810,Hanging Knee Raise,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00811,Hard Roll,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00812,Head to Knee Forward Fold,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00813,Heel Elevated Goblet Squat,Squat,Squat-Bilateral,B,,,Band_1,0-2,,E0,,Zone_6,False,False
EX_00814,Heel Sit w/ Plantar Flexion,Other,Foot-Ankle-Work,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00815,Heel to Glute - Moving Forward with Arm Reach (Contra),Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00816,Heel to Glute - Moving Forward with Arm Reach (Ipsi),Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00817,Heel to Glute - to Inverted Hamstring,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00818,Heel to Glute - with Arm Reach (Contra),Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00819,Heel to Glute - with Arm Reach (contra) alternating,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00820,Heel to Glute - with Arm Reach (Ipsi),Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00821,Heel to Glute - with Support (Ipsi),Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00822,Heel to Glute with Reverse Lunge,Lunge,Lunge-Unilateral,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00823,Heel Walking,Walk,Locomotion-Linear,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00824,Hex Bar Romanian Deadlift,Deadlift,Hinge-Bilateral,B,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00825,High Crawl - Backwards (Straight Arms and Legs),Walk,Crawling-Movement,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00826,High Crawl - Forward (Straight Arms and Legs),Walk,Crawling-Movement,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00827,High Crawl - Lateral (Straight Arms and Legs),Walk,Crawling-Movement,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00828,High Knee Running - In Place,Run,Locomotion-Linear,A,,,Band_1,0-2,,E0,75.0,Zone_5,False,True
EX_00829,High Pull - 1 Arm Kettlebell,Pull,Pull-Horizontal,C,,,Band_2,1-3,,E1,,"Zone_5,Zone_6",False,False
EX_00830,High Pull - Hang Clean BB,Pull,Pull-Horizontal,C,,,Band_2,1-3,,E1,,"Zone_5,Zone_6",False,False
EX_00831,High Pull - Hang Snatch BB,Pull,Pull-Horizontal,C,,,Band_2,1-3,,E1,,"Zone_5,Zone_6",False,False
EX_00832,High Pulls - Barbell,Pull,Pull-Horizontal,C,,,Band_2,1-3,,E1,,"Zone_5,Zone_6",False,False
EX_00833,High Pulls - Cable,Pull,Pull-Horizontal,C,,,Band_2,1-3,,E1,,"Zone_5,Zone_6",False,False
EX_00834,High Pulls - Cable (Vibration),Pull,Pull-Horizontal,C,,,Band_2,1-3,,E1,,"Zone_5,Zone_6",False,False
EX_00835,High Row - Half Kneeling Cable (Face Pull),Row,Pull-Horizontal,B,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00836,High Row - Staggered Stance Cable (Face Pull),Row,Pull-Horizontal,B,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_00837,High Split Iso Crossbody Pertubation,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00838,High Split Iso Crossbody Punch - Pronation,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00839,High Split Iso Crossbody Punch - Supination,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00840,Hip Abduction - Prone (Slide),Bridge,Hip-Movement,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00841,Hip Abduction - Quadruped,Bridge,Hip-Movement,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00842,Hip Abduction - Sidelying Bent Leg,Bridge,Hip-Movement,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00843,Hip Abduction - Sidelying Straight Leg,Bridge,Hip-Movement,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00844,Hip Abduction - Sidelying Straight Leg (Wall Slide),Bridge,Hip-Movement,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00845,Hip Abduction - Standing Cable,Bridge,Hip-Movement,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00846,Hip Abduction - Standing Cable (Vibration),Bridge,Hip-Movement,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00847,Hip Abduction - Supine (Slide),Bridge,Hip-Movement,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00848,Hip Abduction Assisted with Core Activation with FMT,Bridge,Hip-Movement,A,,,Band_1,0-2,,E0,,Zone_8,False,False
EX_00849,Hip Adduction - Machine,Bridge,Hip-Movement,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00850,Hip Adduction - Quadruped (Slide),Bridge,Hip-Movement,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00851,Hip Adduction - Sidelying Straight Leg,Bridge,Hip-Movement,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00852,Hip Adduction - Standing Cable (in Hip Extension - Vibration),Bridge,Hip-Movement,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00853,Hip Adduction - Standing Cable (in Hip Extension),Bridge,Hip-Movement,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00854,Hip Adduction - Standing Cable (in Hip Flexion - Vibration),Bridge,Hip-Movement,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00855,Hip Adduction - Standing Cable (in Hip Flexion),Bridge,Hip-Movement,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00856,Hip Airplane,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00857,Hip Crossover,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00858,Hip Crossover (Stability Ball),Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00859,Hip Crossover - Modified,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00860,Hip Crossover - Standing Cable,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00861,Hip Crossover - Standing Cable (Vibration),Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00862,Hip Crossover - with Feet Up and Bent Leg,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00863,Hip Extension - Prone,Bridge,Hip-Movement,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00864,Hip Extension - Prone Straight Leg,Bridge,Hip-Movement,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00865,Hip Extension - Quadruped Bent Leg,Bridge,Hip-Movement,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00866,Hip Extension - Quadruped Straight Leg,Bridge,Hip-Movement,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_00867,Hip Extension - Standing Cable,Bridge,Hip-Movement,A,,,Band_1,0-2,,E0,,Zone_5,False,False
